# Inputs `services/name_rules.normalize_nfc` normalises differently from OTP.
# Each line is `INPUT<TAB>WHAT-WE-PRODUCE`, both comma-separated hex.
#
# Keyed on the OUTPUT as well as the input. Keying on the input alone exempted
# a quarter of the corpus from output checking entirely: deleting the
# `previous_ccc == 0` clause from `_compose` — the whole point of that function
# — left `check.py` at exit 0, because the rows it broke were already listed
# for a different reason. `check.py` also asserts this file's row count.
#
# Rows are DEDUPED. An earlier revision listed 24 signatures twice, every one
# `1100..1117,AC00,11A7`, produced where two generators in probe.exs overlap.
# `check.py` compares deduped to deduped, so it could not see a row listed
# twice. The count in the banner below is the unique one, and is the figure
# `check.py` asserts against.
#
# ==========================================================================
#   17423 unique diverging signatures out of 72269 corpus rows.
#
#     group 1       32   composition rule (base, mark, class-zero, lower mark)
#     group 2A     616   jamo lead + non-Hangul two-part vowel
#     group 2B   15652   jamo lead + precomposed Hangul syllable
#     group 2C     126   jamo lead + bare jamo  (REVERSE direction of 2B)
#     group 2D     997   OTP deletes U+11A7 after an LV syllable or L+V pair
# ==========================================================================
#
# READ THIS BEFORE CHANGING `_compose`:
#
#   * 2C IS THE REVERSE DIRECTION FROM 2B. A fix aimed only at 2B makes 2C
#     worse. This is the trap in this artefact.
#   * 2D is PURE HANGUL — no second script involved — so do not describe the
#     gap as cross-script. It was invisible until the trailers were extended
#     down to U+11A7; they started at U+11A8.
#   * These counts are NOT the size of the gap. They are the size of the
#     intersection between the gap and this corpus. Measured exhaustively
#     rather than over the probe, groups 1, 2A and 2C are 91,200 / >=3,604 /
#     10,773 — three orders of magnitude apart from what the probe finds for
#     group 1. They looked steady across earlier widenings only because those
#     widenings moved the axis 2B feeds on and left the others alone.
#   * 2B does not converge. It diverges for 106 of 125 jamo leads (84.8%).
#
# --- what these are ---
#
# GROUP 1 -- the composition-rule gap documented in `normalize_nfc`: a base, a
# mark, any class-zero character, then a mark of lower class.
#
# GROUPS 2A-2D -- the Hangul routing gap, OpenFn/apollo#655. `_compose` sends
# any cluster containing a Hangul-class character to Python's spec NFC, and OTP
# instead composes onto the cluster lead. That is FOUR mechanisms:
#
#   2A -- a jamo lead followed by a *non-Hangul* two-part vowel (Indic,
#      Sinhala, Balinese). No Hangul syllable involved, which is why it is the
#      least obvious.
#   2B -- a jamo lead followed by a precomposed Hangul syllable, which OTP
#      decomposes because it is not the cluster lead. `U+1113 U+AC00` is
#      `1113,1100,1161` in OTP and `1113,AC00` here.
#   2C -- a jamo lead followed by bare jamo, which we compose into a syllable
#      and OTP leaves apart.
#   2D -- OTP deletes U+11A7 after an LV syllable or an L+V pair, for 100% of
#      the 399 LV syllables. We keep it.
#
# The corpus sweeps the boundary of every range in `name_rules`, plus one
# either side, generated by edges.py — a hand-picked slice never steps across
# an edge, and three rounds running that is where the surviving mutant was.
# It also sweeps the extended jamo blocks (U+A960-A97C lead,
# U+D7B0-D7C6 vowel, U+D7CB-D7FB trailing). It had zero codepoints from all
# three, so narrowing any of the `_HANGUL_*` ranges in `name_rules` left this
# harness at exit 0 while `U+A960 U+1161` went from one grapheme to two.
#
# Ordinary Korean text is unaffected: `한국어`, `안녕하세요` and `환자 등록` all
# round-trip. But 2D is pure Hangul, so do not describe the gap as cross-script.
#
# If you have fixed a group, delete its rows and re-run check.py.
# --- group 1: composition rule (32 rows) ---
41,302,200C,323	1EAC,200C
1139,D600	1139,D600
1139,D670	1139,D670
1139,D6E0	1139,D6E0
1139,D750	1139,D750
113A,AC00	113A,AC00
113A,AC70	113A,AC70
113A,ACE0	113A,ACE0
113A,AD50	113A,AD50
113A,ADC0	113A,ADC0
113A,AE30	113A,AE30
113A,AEA0	113A,AEA0
113A,AF10	113A,AF10
113A,AF80	113A,AF80
113A,AFF0	113A,AFF0
113A,B060	113A,B060
113A,B0D0	113A,B0D0
113A,B140	113A,B140
113A,B1B0	113A,B1B0
113A,B220	113A,B220
113A,B290	113A,B290
113A,B300	113A,B300
113A,B370	113A,B370
113A,B3E0	113A,B3E0
113A,B450	113A,B450
113A,B4C0	113A,B4C0
113A,B530	113A,B530
113A,B5A0	113A,B5A0
113A,B610	113A,B610
113A,B680	113A,B680
113A,B6F0	113A,B6F0
113A,B760	113A,B760
113A,B7D0	113A,B7D0
113A,B840	113A,B840
113A,B8B0	113A,B8B0
113A,B920	113A,B920
113A,B990	113A,B990
113A,BA00	113A,BA00
113A,BA70	113A,BA70
113A,BAE0	113A,BAE0
113A,BB50	113A,BB50
113A,BBC0	113A,BBC0
113A,BC30	113A,BC30
113A,BCA0	113A,BCA0
113A,BD10	113A,BD10
113A,BD80	113A,BD80
113A,BDF0	113A,BDF0
113A,BE60	113A,BE60
113A,BED0	113A,BED0
113A,BF40	113A,BF40
113A,BFB0	113A,BFB0
113A,C020	113A,C020
113A,C090	113A,C090
113A,C100	113A,C100
113A,C170	113A,C170
113A,C1E0	113A,C1E0
113A,C250	113A,C250
113A,C2C0	113A,C2C0
113A,C330	113A,C330
113A,C3A0	113A,C3A0
113A,C410	113A,C410
113A,C480	113A,C480
113A,C4F0	113A,C4F0
113A,C560	113A,C560
113A,C5D0	113A,C5D0
113A,C640	113A,C640
113A,C6B0	113A,C6B0
113A,C720	113A,C720
113A,C790	113A,C790
113A,C800	113A,C800
113A,C870	113A,C870
113A,C8E0	113A,C8E0
113A,C950	113A,C950
113A,C9C0	113A,C9C0
113A,CA30	113A,CA30
113A,CAA0	113A,CAA0
113A,CB10	113A,CB10
113A,CB80	113A,CB80
113A,CBF0	113A,CBF0
113A,CC60	113A,CC60
113A,CCD0	113A,CCD0
113A,CD40	113A,CD40
113A,CDB0	113A,CDB0
113A,CE20	113A,CE20
113A,CE90	113A,CE90
113A,CF00	113A,CF00
113A,CF70	113A,CF70
113A,CFE0	113A,CFE0
113A,D050	113A,D050
113A,D0C0	113A,D0C0
113A,D130	113A,D130
113A,D1A0	113A,D1A0
113A,D210	113A,D210
113A,D280	113A,D280
113A,D2F0	113A,D2F0
113A,D360	113A,D360
113A,D3D0	113A,D3D0
113A,D440	113A,D440
113A,D4B0	113A,D4B0
113A,D520	113A,D520
113A,D590	113A,D590
113A,D600	113A,D600
113A,D670	113A,D670
113A,D6E0	113A,D6E0
113A,D750	113A,D750
113B,AC00	113B,AC00
113B,AC70	113B,AC70
113B,ACE0	113B,ACE0
113B,AD50	113B,AD50
113B,ADC0	113B,ADC0
113B,AE30	113B,AE30
113B,AEA0	113B,AEA0
113B,AF10	113B,AF10
113B,AF80	113B,AF80
113B,AFF0	113B,AFF0
113B,B060	113B,B060
113B,B0D0	113B,B0D0
113B,B140	113B,B140
113B,B1B0	113B,B1B0
113B,B220	113B,B220
113B,B290	113B,B290
113B,B300	113B,B300
113B,B370	113B,B370
113B,B3E0	113B,B3E0
113B,B450	113B,B450
113B,B4C0	113B,B4C0
113B,B530	113B,B530
113B,B5A0	113B,B5A0
113B,B610	113B,B610
113B,B680	113B,B680
113B,B6F0	113B,B6F0
113B,B760	113B,B760
113B,B7D0	113B,B7D0
113B,B840	113B,B840
113B,B8B0	113B,B8B0
113B,B920	113B,B920
113B,B990	113B,B990
113B,BA00	113B,BA00
113B,BA70	113B,BA70
113B,BAE0	113B,BAE0
113B,BB50	113B,BB50
113B,BBC0	113B,BBC0
113B,BC30	113B,BC30
113B,BCA0	113B,BCA0
113B,BD10	113B,BD10
113B,BD80	113B,BD80
113B,BDF0	113B,BDF0
113B,BE60	113B,BE60
113B,BED0	113B,BED0
113B,BF40	113B,BF40
113B,BFB0	113B,BFB0
113B,C020	113B,C020
113B,C090	113B,C090
113B,C100	113B,C100
113B,C170	113B,C170
113B,C1E0	113B,C1E0
113B,C250	113B,C250
113B,C2C0	113B,C2C0
113B,C330	113B,C330
113B,C3A0	113B,C3A0
113B,C410	113B,C410
113B,C480	113B,C480
113B,C4F0	113B,C4F0
113B,C560	113B,C560
113B,C5D0	113B,C5D0
113B,C640	113B,C640
113B,C6B0	113B,C6B0
113B,C720	113B,C720
113B,C790	113B,C790
113B,C800	113B,C800
113B,C870	113B,C870
113B,C8E0	113B,C8E0
113B,C950	113B,C950
113B,C9C0	113B,C9C0
113B,CA30	113B,CA30
113B,CAA0	113B,CAA0
113B,CB10	113B,CB10
113B,CB80	113B,CB80
113B,CBF0	113B,CBF0
113B,CC60	113B,CC60
113B,CCD0	113B,CCD0
113B,CD40	113B,CD40
113B,CDB0	113B,CDB0
113B,CE20	113B,CE20
113B,CE90	113B,CE90
113B,CF00	113B,CF00
113B,CF70	113B,CF70
113B,CFE0	113B,CFE0
113B,D050	113B,D050
113B,D0C0	113B,D0C0
113B,D130	113B,D130
113B,D1A0	113B,D1A0
113B,D210	113B,D210
113B,D280	113B,D280
113B,D2F0	113B,D2F0
113B,D360	113B,D360
113B,D3D0	113B,D3D0
113B,D440	113B,D440
113B,D4B0	113B,D4B0
113B,D520	113B,D520
113B,D590	113B,D590
113B,D600	113B,D600
113B,D670	113B,D670
113B,D6E0	113B,D6E0
113B,D750	113B,D750
113C,AC00	113C,AC00
113C,AC70	113C,AC70
113C,ACE0	113C,ACE0
113C,AD50	113C,AD50
113C,ADC0	113C,ADC0
113C,AE30	113C,AE30
113C,AEA0	113C,AEA0
113C,AF10	113C,AF10
113C,AF80	113C,AF80
113C,AFF0	113C,AFF0
113C,B060	113C,B060
113C,B0D0	113C,B0D0
113C,B140	113C,B140
113C,B1B0	113C,B1B0
113C,B220	113C,B220
113C,B290	113C,B290
113C,B300	113C,B300
113C,B370	113C,B370
113C,B3E0	113C,B3E0
113C,B450	113C,B450
113C,B4C0	113C,B4C0
113C,B530	113C,B530
113C,B5A0	113C,B5A0
113C,B610	113C,B610
113C,B680	113C,B680
113C,B6F0	113C,B6F0
113C,B760	113C,B760
113C,B7D0	113C,B7D0
113C,B840	113C,B840
113C,B8B0	113C,B8B0
113C,B920	113C,B920
113C,B990	113C,B990
113C,BA00	113C,BA00
113C,BA70	113C,BA70
113C,BAE0	113C,BAE0
113C,BB50	113C,BB50
113C,BBC0	113C,BBC0
113C,BC30	113C,BC30
113C,BCA0	113C,BCA0
113C,BD10	113C,BD10
113C,BD80	113C,BD80
113C,BDF0	113C,BDF0
113C,BE60	113C,BE60
113C,BED0	113C,BED0
113C,BF40	113C,BF40
113C,BFB0	113C,BFB0
113C,C020	113C,C020
113C,C090	113C,C090
113C,C100	113C,C100
113C,C170	113C,C170
113C,C1E0	113C,C1E0
113C,C250	113C,C250
113C,C2C0	113C,C2C0
113C,C330	113C,C330
113C,C3A0	113C,C3A0
113C,C410	113C,C410
113C,C480	113C,C480
113C,C4F0	113C,C4F0
113C,C560	113C,C560
113C,C5D0	113C,C5D0
113C,C640	113C,C640
113C,C6B0	113C,C6B0
113C,C720	113C,C720
113C,C790	113C,C790
113C,C800	113C,C800
113C,C870	113C,C870
113C,C8E0	113C,C8E0
113C,C950	113C,C950
113C,C9C0	113C,C9C0
113C,CA30	113C,CA30
113C,CAA0	113C,CAA0
113C,CB10	113C,CB10
113C,CB80	113C,CB80
113C,CBF0	113C,CBF0
113C,CC60	113C,CC60
113C,CCD0	113C,CCD0
113C,CD40	113C,CD40
113C,CDB0	113C,CDB0
113C,CE20	113C,CE20
113C,CE90	113C,CE90
113C,CF00	113C,CF00
113C,CF70	113C,CF70
113C,CFE0	113C,CFE0
113C,D050	113C,D050
113C,D0C0	113C,D0C0
113C,D130	113C,D130
113C,D1A0	113C,D1A0
113C,D210	113C,D210
113C,D280	113C,D280
113C,D2F0	113C,D2F0
113C,D360	113C,D360
113C,D3D0	113C,D3D0
113C,D440	113C,D440
113C,D4B0	113C,D4B0
113C,D520	113C,D520
113C,D590	113C,D590
113C,D600	113C,D600
113C,D670	113C,D670
113C,D6E0	113C,D6E0
113C,D750	113C,D750
113D,AC00	113D,AC00
113D,AC70	113D,AC70
113D,ACE0	113D,ACE0
113D,AD50	113D,AD50
113D,ADC0	113D,ADC0
113D,AE30	113D,AE30
113D,AEA0	113D,AEA0
113D,AF10	113D,AF10
113D,AF80	113D,AF80
113D,AFF0	113D,AFF0
113D,B060	113D,B060
113D,B0D0	113D,B0D0
113D,B140	113D,B140
113D,B1B0	113D,B1B0
113D,B220	113D,B220
113D,B290	113D,B290
113D,B300	113D,B300
113D,B370	113D,B370
113D,B3E0	113D,B3E0
113D,B450	113D,B450
113D,B4C0	113D,B4C0
113D,B530	113D,B530
113D,B5A0	113D,B5A0
113D,B610	113D,B610
113D,B680	113D,B680
113D,B6F0	113D,B6F0
113D,B760	113D,B760
113D,B7D0	113D,B7D0
113D,B840	113D,B840
113D,B8B0	113D,B8B0
113D,B920	113D,B920
113D,B990	113D,B990
113D,BA00	113D,BA00
113D,BA70	113D,BA70
113D,BAE0	113D,BAE0
113D,BB50	113D,BB50
113D,BBC0	113D,BBC0
113D,BC30	113D,BC30
113D,BCA0	113D,BCA0
113D,BD10	113D,BD10
113D,BD80	113D,BD80
113D,BDF0	113D,BDF0
113D,BE60	113D,BE60
113D,BED0	113D,BED0
113D,BF40	113D,BF40
113D,BFB0	113D,BFB0
113D,C020	113D,C020
113D,C090	113D,C090
113D,C100	113D,C100
113D,C170	113D,C170
113D,C1E0	113D,C1E0
113D,C250	113D,C250
113D,C2C0	113D,C2C0
113D,C330	113D,C330
113D,C3A0	113D,C3A0
113D,C410	113D,C410
113D,C480	113D,C480
113D,C4F0	113D,C4F0
113D,C560	113D,C560
113D,C5D0	113D,C5D0
113D,C640	113D,C640
113D,C6B0	113D,C6B0
113D,C720	113D,C720
113D,C790	113D,C790
113D,C800	113D,C800
113D,C870	113D,C870
113D,C8E0	113D,C8E0
113D,C950	113D,C950
113D,C9C0	113D,C9C0
113D,CA30	113D,CA30
113D,CAA0	113D,CAA0
113D,CB10	113D,CB10
113D,CB80	113D,CB80
113D,CBF0	113D,CBF0
113D,CC60	113D,CC60
113D,CCD0	113D,CCD0
113D,CD40	113D,CD40
113D,CDB0	113D,CDB0
113D,CE20	113D,CE20
113D,CE90	113D,CE90
113D,CF00	113D,CF00
113D,CF70	113D,CF70
113D,CFE0	113D,CFE0
113D,D050	113D,D050
113D,D0C0	113D,D0C0
113D,D130	113D,D130
113D,D1A0	113D,D1A0
113D,D210	113D,D210
113D,D280	113D,D280
113D,D2F0	113D,D2F0
113D,D360	113D,D360
113D,D3D0	113D,D3D0
113D,D440	113D,D440
113D,D4B0	113D,D4B0
113D,D520	113D,D520
113D,D590	113D,D590
113D,D600	113D,D600
113D,D670	113D,D670
113D,D6E0	113D,D6E0
113D,D750	113D,D750
113E,AC00	113E,AC00
113E,AC70	113E,AC70
113E,ACE0	113E,ACE0
113E,AD50	113E,AD50
113E,ADC0	113E,ADC0
113E,AE30	113E,AE30
113E,AEA0	113E,AEA0
113E,AF10	113E,AF10
113E,AF80	113E,AF80
113E,AFF0	113E,AFF0
113E,B060	113E,B060
113E,B0D0	113E,B0D0
113E,B140	113E,B140
113E,B1B0	113E,B1B0
113E,B220	113E,B220
113E,B290	113E,B290
113E,B300	113E,B300
113E,B370	113E,B370
113E,B3E0	113E,B3E0
113E,B450	113E,B450
113E,B4C0	113E,B4C0
113E,B530	113E,B530
113E,B5A0	113E,B5A0
113E,B610	113E,B610
113E,B680	113E,B680
113E,B6F0	113E,B6F0
113E,B760	113E,B760
113E,B7D0	113E,B7D0
113E,B840	113E,B840
113E,B8B0	113E,B8B0
113E,B920	113E,B920
113E,B990	113E,B990
113E,BA00	113E,BA00
113E,BA70	113E,BA70
113E,BAE0	113E,BAE0
113E,BB50	113E,BB50
113E,BBC0	113E,BBC0
113E,BC30	113E,BC30
113E,BCA0	113E,BCA0
113E,BD10	113E,BD10
113E,BD80	113E,BD80
113E,BDF0	113E,BDF0
113E,BE60	113E,BE60
113E,BED0	113E,BED0
113E,BF40	113E,BF40
113E,BFB0	113E,BFB0
113E,C020	113E,C020
113E,C090	113E,C090
113E,C100	113E,C100
113E,C170	113E,C170
113E,C1E0	113E,C1E0
113E,C250	113E,C250
113E,C2C0	113E,C2C0
113E,C330	113E,C330
113E,C3A0	113E,C3A0
113E,C410	113E,C410
113E,C480	113E,C480
113E,C4F0	113E,C4F0
113E,C560	113E,C560
113E,C5D0	113E,C5D0
113E,C640	113E,C640
113E,C6B0	113E,C6B0
113E,C720	113E,C720
113E,C790	113E,C790
113E,C800	113E,C800
113E,C870	113E,C870
113E,C8E0	113E,C8E0
113E,C950	113E,C950
113E,C9C0	113E,C9C0
113E,CA30	113E,CA30
113E,CAA0	113E,CAA0
113E,CB10	113E,CB10
113E,CB80	113E,CB80
113E,CBF0	113E,CBF0
113E,CC60	113E,CC60
113E,CCD0	113E,CCD0
113E,CD40	113E,CD40
113E,CDB0	113E,CDB0
113E,CE20	113E,CE20
113E,CE90	113E,CE90
113E,CF00	113E,CF00
113E,CF70	113E,CF70
113E,CFE0	113E,CFE0
113E,D050	113E,D050
113E,D0C0	113E,D0C0
113E,D130	113E,D130
113E,D1A0	113E,D1A0
113E,D210	113E,D210
113E,D280	113E,D280
113E,D2F0	113E,D2F0
113E,D360	113E,D360
113E,D3D0	113E,D3D0
113E,D440	113E,D440
113E,D4B0	113E,D4B0
113E,D520	113E,D520
113E,D590	113E,D590
113E,D600	113E,D600
113E,D670	113E,D670
113E,D6E0	113E,D6E0
113E,D750	113E,D750
113F,AC00	113F,AC00
113F,AC70	113F,AC70
113F,ACE0	113F,ACE0
113F,AD50	113F,AD50
113F,ADC0	113F,ADC0
113F,AE30	113F,AE30
113F,AEA0	113F,AEA0
113F,AF10	113F,AF10
113F,AF80	113F,AF80
113F,AFF0	113F,AFF0
113F,B060	113F,B060
113F,B0D0	113F,B0D0
113F,B140	113F,B140
113F,B1B0	113F,B1B0
113F,B220	113F,B220
113F,B290	113F,B290
113F,B300	113F,B300
113F,B370	113F,B370
113F,B3E0	113F,B3E0
113F,B450	113F,B450
113F,B4C0	113F,B4C0
113F,B530	113F,B530
113F,B5A0	113F,B5A0
113F,B610	113F,B610
113F,B680	113F,B680
113F,B6F0	113F,B6F0
113F,B760	113F,B760
113F,B7D0	113F,B7D0
113F,B840	113F,B840
113F,B8B0	113F,B8B0
113F,B920	113F,B920
113F,B990	113F,B990
113F,BA00	113F,BA00
113F,BA70	113F,BA70
113F,BAE0	113F,BAE0
113F,BB50	113F,BB50
113F,BBC0	113F,BBC0
113F,BC30	113F,BC30
113F,BCA0	113F,BCA0
113F,BD10	113F,BD10
113F,BD80	113F,BD80
113F,BDF0	113F,BDF0
113F,BE60	113F,BE60
113F,BED0	113F,BED0
113F,BF40	113F,BF40
113F,BFB0	113F,BFB0
113F,C020	113F,C020
113F,C090	113F,C090
113F,C100	113F,C100
113F,C170	113F,C170
113F,C1E0	113F,C1E0
113F,C250	113F,C250
113F,C2C0	113F,C2C0
113F,C330	113F,C330
113F,C3A0	113F,C3A0
113F,C410	113F,C410
113F,C480	113F,C480
113F,C4F0	113F,C4F0
113F,C560	113F,C560
113F,C5D0	113F,C5D0
113F,C640	113F,C640
113F,C6B0	113F,C6B0
113F,C720	113F,C720
113F,C790	113F,C790
113F,C800	113F,C800
113F,C870	113F,C870
113F,C8E0	113F,C8E0
113F,C950	113F,C950
113F,C9C0	113F,C9C0
113F,CA30	113F,CA30
113F,CAA0	113F,CAA0
113F,CB10	113F,CB10
113F,CB80	113F,CB80
113F,CBF0	113F,CBF0
113F,CC60	113F,CC60
113F,CCD0	113F,CCD0
113F,CD40	113F,CD40
113F,CDB0	113F,CDB0
113F,CE20	113F,CE20
113F,CE90	113F,CE90
113F,CF00	113F,CF00
113F,CF70	113F,CF70
113F,CFE0	113F,CFE0
113F,D050	113F,D050
113F,D0C0	113F,D0C0
113F,D130	113F,D130
113F,D1A0	113F,D1A0
113F,D210	113F,D210
113F,D280	113F,D280
113F,D2F0	113F,D2F0
113F,D360	113F,D360
113F,D3D0	113F,D3D0
113F,D440	113F,D440
113F,D4B0	113F,D4B0
113F,D520	113F,D520
113F,D590	113F,D590
113F,D600	113F,D600
113F,D670	113F,D670
113F,D6E0	113F,D6E0
113F,D750	113F,D750
1140,AC00	1140,AC00
1140,AC70	1140,AC70
1140,ACE0	1140,ACE0
1140,AD50	1140,AD50
1140,ADC0	1140,ADC0
1140,AE30	1140,AE30
1140,AEA0	1140,AEA0
1140,AF10	1140,AF10
1140,AF80	1140,AF80
1140,AFF0	1140,AFF0
1140,B060	1140,B060
1140,B0D0	1140,B0D0
1140,B140	1140,B140
1140,B1B0	1140,B1B0
1140,B220	1140,B220
1140,B290	1140,B290
1140,B300	1140,B300
1140,B370	1140,B370
1140,B3E0	1140,B3E0
1140,B450	1140,B450
1140,B4C0	1140,B4C0
1140,B530	1140,B530
1140,B5A0	1140,B5A0
1140,B610	1140,B610
1140,B680	1140,B680
1140,B6F0	1140,B6F0
1140,B760	1140,B760
1140,B7D0	1140,B7D0
1140,B840	1140,B840
1140,B8B0	1140,B8B0
1140,B920	1140,B920
1140,B990	1140,B990
1140,BA00	1140,BA00
1140,BA70	1140,BA70
1140,BAE0	1140,BAE0
1140,BB50	1140,BB50
1140,BBC0	1140,BBC0
1140,BC30	1140,BC30
1140,BCA0	1140,BCA0
1140,BD10	1140,BD10
1140,BD80	1140,BD80
1140,BDF0	1140,BDF0
1140,BE60	1140,BE60
1140,BED0	1140,BED0
1140,BF40	1140,BF40
1140,BFB0	1140,BFB0
1140,C020	1140,C020
1140,C090	1140,C090
1140,C100	1140,C100
1140,C170	1140,C170
1140,C1E0	1140,C1E0
1140,C250	1140,C250
1140,C2C0	1140,C2C0
1140,C330	1140,C330
1140,C3A0	1140,C3A0
1140,C410	1140,C410
1140,C480	1140,C480
1140,C4F0	1140,C4F0
1140,C560	1140,C560
1140,C5D0	1140,C5D0
1140,C640	1140,C640
1140,C6B0	1140,C6B0
1140,C720	1140,C720
1140,C790	1140,C790
1140,C800	1140,C800
1140,C870	1140,C870
1140,C8E0	1140,C8E0
1140,C950	1140,C950
1140,C9C0	1140,C9C0
1140,CA30	1140,CA30
1140,CAA0	1140,CAA0
1140,CB10	1140,CB10
1140,CB80	1140,CB80
1140,CBF0	1140,CBF0
1140,CC60	1140,CC60
1140,CCD0	1140,CCD0
1140,CD40	1140,CD40
1140,CDB0	1140,CDB0
1140,CE20	1140,CE20
1140,CE90	1140,CE90
1140,CF00	1140,CF00
1140,CF70	1140,CF70
1140,CFE0	1140,CFE0
1140,D050	1140,D050
1140,D0C0	1140,D0C0
1140,D130	1140,D130
1140,D1A0	1140,D1A0
1140,D210	1140,D210
1140,D280	1140,D280
1140,D2F0	1140,D2F0
1140,D360	1140,D360
1140,D3D0	1140,D3D0
1140,D440	1140,D440
1140,D4B0	1140,D4B0
1140,D520	1140,D520
1140,D590	1140,D590
1140,D600	1140,D600
1140,D670	1140,D670
1140,D6E0	1140,D6E0
1140,D750	1140,D750
1141,AC00	1141,AC00
1141,AC70	1141,AC70
1141,ACE0	1141,ACE0
1141,AD50	1141,AD50
1141,ADC0	1141,ADC0
1141,AE30	1141,AE30
1141,AEA0	1141,AEA0
1141,AF10	1141,AF10
1141,AF80	1141,AF80
1141,AFF0	1141,AFF0
1141,B060	1141,B060
1141,B0D0	1141,B0D0
1141,B140	1141,B140
1141,B1B0	1141,B1B0
1141,B220	1141,B220
1141,B290	1141,B290
1141,B300	1141,B300
1141,B370	1141,B370
1141,B3E0	1141,B3E0
1141,B450	1141,B450
1141,B4C0	1141,B4C0
1141,B530	1141,B530
1141,B5A0	1141,B5A0
1141,B610	1141,B610
1141,B680	1141,B680
1141,B6F0	1141,B6F0
1141,B760	1141,B760
1141,B7D0	1141,B7D0
1141,B840	1141,B840
1141,B8B0	1141,B8B0
1141,B920	1141,B920
1141,B990	1141,B990
1141,BA00	1141,BA00
1141,BA70	1141,BA70
1141,BAE0	1141,BAE0
1141,BB50	1141,BB50
1141,BBC0	1141,BBC0
1141,BC30	1141,BC30
1141,BCA0	1141,BCA0
1141,BD10	1141,BD10
1141,BD80	1141,BD80
1141,BDF0	1141,BDF0
1141,BE60	1141,BE60
1141,BED0	1141,BED0
1141,BF40	1141,BF40
1141,BFB0	1141,BFB0
1141,C020	1141,C020
1141,C090	1141,C090
1141,C100	1141,C100
1141,C170	1141,C170
1141,C1E0	1141,C1E0
1141,C250	1141,C250
1141,C2C0	1141,C2C0
1141,C330	1141,C330
1141,C3A0	1141,C3A0
1141,C410	1141,C410
1141,C480	1141,C480
1141,C4F0	1141,C4F0
1141,C560	1141,C560
1141,C5D0	1141,C5D0
1141,C640	1141,C640
1141,C6B0	1141,C6B0
1141,C720	1141,C720
1141,C790	1141,C790
1141,C800	1141,C800
1141,C870	1141,C870
1141,C8E0	1141,C8E0
1141,C950	1141,C950
1141,C9C0	1141,C9C0
1141,CA30	1141,CA30
1141,CAA0	1141,CAA0
1141,CB10	1141,CB10
1141,CB80	1141,CB80
1141,CBF0	1141,CBF0
1141,CC60	1141,CC60
1141,CCD0	1141,CCD0
1141,CD40	1141,CD40
1141,CDB0	1141,CDB0
1141,CE20	1141,CE20
1141,CE90	1141,CE90
1141,CF00	1141,CF00
1141,CF70	1141,CF70
1141,CFE0	1141,CFE0
1141,D050	1141,D050
1141,D0C0	1141,D0C0
1141,D130	1141,D130
1141,D1A0	1141,D1A0
1141,D210	1141,D210
1141,D280	1141,D280
1141,D2F0	1141,D2F0
1141,D360	1141,D360
1141,D3D0	1141,D3D0
1141,D440	1141,D440
1141,D4B0	1141,D4B0
1141,D520	1141,D520
1141,D590	1141,D590
1141,D600	1141,D600
1141,D670	1141,D670
1141,D6E0	1141,D6E0
1141,D750	1141,D750
1142,AC00	1142,AC00
1142,AC70	1142,AC70
1142,ACE0	1142,ACE0
1142,AD50	1142,AD50
1142,ADC0	1142,ADC0
1142,AE30	1142,AE30
1142,AEA0	1142,AEA0
1142,AF10	1142,AF10
1142,AF80	1142,AF80
1142,AFF0	1142,AFF0
1142,B060	1142,B060
1142,B0D0	1142,B0D0
1142,B140	1142,B140
1142,B1B0	1142,B1B0
1142,B220	1142,B220
1142,B290	1142,B290
1142,B300	1142,B300
1142,B370	1142,B370
1142,B3E0	1142,B3E0
1142,B450	1142,B450
1142,B4C0	1142,B4C0
1142,B530	1142,B530
1142,B5A0	1142,B5A0
1142,B610	1142,B610
1142,B680	1142,B680
1142,B6F0	1142,B6F0
1142,B760	1142,B760
1142,B7D0	1142,B7D0
1142,B840	1142,B840
1142,B8B0	1142,B8B0
1142,B920	1142,B920
1142,B990	1142,B990
1142,BA00	1142,BA00
1142,BA70	1142,BA70
1142,BAE0	1142,BAE0
1142,BB50	1142,BB50
1142,BBC0	1142,BBC0
1142,BC30	1142,BC30
1142,BCA0	1142,BCA0
1142,BD10	1142,BD10
1142,BD80	1142,BD80
1142,BDF0	1142,BDF0
1142,BE60	1142,BE60
1142,BED0	1142,BED0
1142,BF40	1142,BF40
1142,BFB0	1142,BFB0
1142,C020	1142,C020
1142,C090	1142,C090
1142,C100	1142,C100
1142,C170	1142,C170
1142,C1E0	1142,C1E0
1142,C250	1142,C250
1142,C2C0	1142,C2C0
1142,C330	1142,C330
1142,C3A0	1142,C3A0
1142,C410	1142,C410
1142,C480	1142,C480
1142,C4F0	1142,C4F0
1142,C560	1142,C560
1142,C5D0	1142,C5D0
1142,C640	1142,C640
1142,C6B0	1142,C6B0
1142,C720	1142,C720
1142,C790	1142,C790
1142,C800	1142,C800
1142,C870	1142,C870
1142,C8E0	1142,C8E0
1142,C950	1142,C950
1142,C9C0	1142,C9C0
1142,CA30	1142,CA30
1142,CAA0	1142,CAA0
1142,CB10	1142,CB10
1142,CB80	1142,CB80
1142,CBF0	1142,CBF0
1142,CC60	1142,CC60
1142,CCD0	1142,CCD0
1142,CD40	1142,CD40
1142,CDB0	1142,CDB0
1142,CE20	1142,CE20
1142,CE90	1142,CE90
